sk-learn,numpy
711.8857726243659,706.6388950049081
3191.7258372722767,3185.053344669267
1947.2464112041248,1947.1797326870217
2077.29062598247,2072.0422383563155
9878.99820895716,9876.931601106886
3932.5848253174213,3905.1255559064402
2372.6258528384305,2367.7906830146467
2380.0870670113295,2383.364841541301
2844.1182755927935,2843.20151411617
6199.238916523222,6198.168550992986
-133.47244348024287,-128.55799811639213
12535.237668947646,12525.25220043924
1303.5049900215936,1276.2520426213546
2908.1282313011534,2912.1404592692534
2152.318715849972,2167.2961639106547
10518.01700519604,10511.844442487492
3298.6085137761165,3312.141543129187
1975.5647350392592,1981.1693384977673
10242.089006019942,10236.846297439552
-221.47883135879238,-217.9106585184129
15197.24339883857,15181.806859822578
524.3783264257072,524.306120713286
653.720334610317,646.1604877513108
540.7207382803408,532.216506672971
3118.1178140936745,3121.1956788407015
1685.0517463374963,1684.6254718820032
1163.9007080845477,1159.7184220232516
14387.855841313254,14382.378295010827
7228.783014442703,7221.835080431048
151.314434693747,139.44318897634582
4796.947597883712,4800.797428438287
1614.536452421632,1619.2342364945011
13103.236969553232,13094.958417094831
2193.2898269354305,2197.4178477973173
2607.686913515194,2605.218850398178
-1197.482235038552,-1204.6722346576323
540.6462098412594,531.8130873945414
2408.122532090949,2404.9794912335483
2293.5354958158864,2303.1370526932146
15846.80565597605,15834.853165569659
3049.4262591806773,3045.8704226398495
1746.2294943410998,1744.022873552163
-435.2044871776161,-434.50137167195953
14442.259900118514,14426.648277706163
3938.1341609755873,3949.2100514913827
436.39699362708416,431.2283287474275
11284.932147445958,11279.509506510361
10207.736672371602,10205.432679703255
18906.02048128232,18885.832309847498
8632.931354968583,8632.612190949749
1615.258995970702,1614.096677261832
8990.701312441506,8998.088183552825
2999.0935472197093,3004.443079722828
6385.03946098453,6374.860484121705
5187.953702598881,5197.495261806861
6225.587967663607,6230.043890678992
4934.118619749484,4945.00887313858
-745.0576296920899,-749.1727282200474
4526.773850058565,4532.638853386875
2467.307202370117,2465.328517498095
1144.2607302416636,1147.4066314058337
1132.7991757075506,1129.3961723168557
15332.114003391338,15312.421986641953
3913.6276366229595,3914.6171174283754
1279.6774223741304,1275.6534632861922
174.3551085075942,166.09863535784865
4000.1131404577104,4002.3987351032024
2283.571135651857,2287.74856794838
2134.194463211371,2140.0205135723745
3808.704654429504,3809.2743440512045
3034.2533588171304,3037.9832489131804
-188.04192281179712,-184.20652006867647
4947.731036960791,4955.367029579779
14421.620015702421,14401.782431311849
565.6318877362482,569.8512866072513
1453.9989409134487,1447.4172999576003
15386.996588205975,15378.018235909836
3767.622855403195,3776.39625850662
10187.267317972422,10171.117091897324
