sk-learn,numpy
37.28318138643502,37.28318138680409
51.52862009310195,51.52862009329113
34.69725013453742,34.697250134884854
43.597790823601215,43.59779082382166
45.86354844419975,45.863548444476436
38.02483845223976,38.024838452482086
45.8727427460512,45.872742746344926
59.58827310800834,59.58827310807766
42.25439415241188,42.254394152701664
44.98098287424476,44.98098287450947
36.472963670896696,36.472963671158944
46.55592900539811,46.55592900556355
46.59099394949006,46.59099394955592
45.56188543085337,45.561885430991325
46.32049780506675,46.320497805268985
44.303920290440736,44.30392029059044
47.09504010118347,47.09504010135659
42.29856274032205,42.298562740587286
49.30911838621006,49.30911838645319
42.29379209352653,42.293792093726466
44.91064806673001,44.910648066946585
45.032613173303766,45.03261317357499
44.90893287941298,44.9089328796362
45.119950284065006,45.11995028432932
51.77008340060521,51.77008340080127
47.91871738437619,47.91871738463899
37.8000121812188,37.80001218152807
37.46766455431792,37.467664554695475
45.96983628625797,45.96983628652485
44.01107248700349,44.011072487085
48.533048788561935,48.53304878875374
49.143846210871196,49.14384621112444
46.51835700537361,46.51835700560334
39.55160799480525,39.55160799506268
52.65644557560853,52.65644557578036
44.60463705871734,44.60463705871106
43.61833266642016,43.618332666655064
50.903442461204754,50.903442461454176
44.34120491852284,44.341204918825404
44.48982170801895,44.489821708167234
44.11367164037944,44.1136716404557
33.85325528689068,33.853255286920685
42.676360446859626,42.67636044709381
41.57977548591193,41.57977548595404
51.680462086955494,51.68046208697626
37.792630627371764,37.792630627680865
40.418141824760696,40.418141824822456
41.83442307150848,41.834423071512965
48.063905771407086,48.06390577130895
41.85752827344555,41.85752827374165
60.09376832191853,60.09376832203778
44.09393026185211,44.09393026197707
36.16492490067266,36.164924901035484
48.72025204693079,48.72025204719118
46.06267841777904,46.062678418081745
68.16251874308315,68.16251874316654
61.24737574133255,61.24737574151167
48.0298224895567,48.02982248974833
55.30810014831085,55.3081001484677
45.765806949205256,45.765806949459844
34.80806266602745,34.80806266644547
42.00550763826887,42.00550763847434
46.28358842726263,46.28358842749281
48.651112247921006,48.65111224808129
46.53180386172951,46.53180386188914
45.33569861503599,45.33569861513447
49.546155548493836,49.54615554865524
68.68977289325139,68.68977289332635
36.71094438708306,36.71094438742303
43.135722713338225,43.13572271358053
37.43513109508757,37.43513109528964
44.76411111988708,44.764111120102555
47.80527048397926,47.805270484205366
39.2120966689346,39.21209666922118
35.5837980952535,35.58379809559814
36.10410008768804,36.10410008751351
45.90389697807495,45.90389697831492
47.26941943546371,47.26941943565505
35.49483278296808,35.49483278314274
39.5125241196306,39.51252411989113
50.85495717021533,50.854957170365815
46.9185489502832,46.918548950562396
39.69473593526925,39.69473593559123
44.0224856065353,44.02248560668203
45.30663870467573,45.306638704889124
38.465426719260265,38.46542671950875
49.64907616299333,49.64907616322368
59.7083507529146,59.70835075311407
48.34361406474102,48.34361406497128
46.72083634736142,46.720836347670506
50.39688857338551,50.39688857358347
42.69122203938795,42.6912220396709
48.16330547582656,48.163305476074335
59.444527472195816,59.444527472384245
49.36572769701806,49.3657276972772
41.706610363028865,41.70661036242414
42.83113800576391,42.83113800608237
42.228958906434755,42.22895890654376
53.157213048151945,53.157213048369925
44.89481954852046,44.894819548783516
34.32931632051739,34.329316320855355
49.93256553649437,49.93256553677552
42.03618284069073,42.03618284100321
33.81222338553379,33.812223385882895
32.96662167310114,32.96662167341101
39.13333979439481,39.13333979452429
66.35432092043557,66.35432092057204
41.80016646813941,41.800166468325656
37.120417950106116,37.12041795043033
37.46621156869348,37.46621156908756
41.582887874301996,41.58288787451832
40.46114364619201,40.461143646312905
38.78483263607694,38.78483263617274
35.590663180080774,35.59066318045336
39.00783000960962,39.00783000988361
37.851325869625846,37.85132586997163
39.12682033046519,39.12682033074857
41.37025082369491,41.3702508238905
67.18728375864363,67.18728375873084
41.12376029421131,41.123760294395915
39.09769158266747,39.09769158291869
51.755198455736775,51.75519845595783
51.478280340969846,51.47828034108507
37.37692910608886,37.3769291064282
46.22901162856296,46.22901162885464
45.47041939349715,45.47041939373593
45.3451719035342,45.345171903819015
36.9394551670751,36.9394551674471
50.7199237649837,50.71992376522738
37.437347284262856,37.43734728460701
41.92578114527431,41.92578114553848
59.89146822693867,59.89146822709843
66.67672199915096,66.67672199907508
51.17006782768092,51.17006782777949
37.61945582263792,37.61945582299814
50.67214070326291,50.672140703454886
49.92390402504185,49.92390402526096
44.13188050117535,44.13188050129938
54.56357320017271,54.56357320036797
41.43860955810057,41.43860955826154
50.42647133999839,50.42647134019848
51.148306429568706,51.14830642985265
50.87088486193144,50.870884862114785
54.53389653870347,54.53389653887281
51.213167251166915,51.21316725135217
47.982839409963816,47.982839410199745
43.603883236968436,43.603883237142696
41.29351050254424,41.29351050267382
44.9037445703686,44.90374457059836
43.86826255227231,43.86826255252738
44.422928938951905,44.42292893913021
41.35685764079321,41.35685764110269
59.262587535062366,59.262587535250255
36.30453462436938,36.304534624671476
48.5801469427934,48.580146943050835
39.86313305879354,39.86313305902542
36.22144023029164,36.221440230640226
37.35547910236064,37.355479102676114
44.536827812197046,44.5368278120807
46.36390529513677,46.36390529518035
41.61165242025114,41.611652420556545
52.37122071348446,52.37122071369598
48.56370399912272,48.5637039993877
42.68965393989448,42.68965394009398
37.551700764580424,37.551700764910585
48.713912272549784,48.71391227282221
44.68030665944237,44.680306659666186
37.06222850492457,37.06222850507732
41.37620344461401,41.37620344485241
42.321113183343535,42.32111318362972
51.91322247547166,51.91322247562011
52.24956101563872,52.2495610158486
50.67644544069378,50.67644544071686
45.650539986986914,45.65053998723393
40.46427541878967,40.46427541907916
64.2907189986304,64.29071899841614
40.77675078174781,40.77675078187978
48.34308068628244,48.343080686573195
52.842013323818904,52.84201332402664
49.76723142038714,49.767231420621144
43.412918196928324,43.4129181971361
35.69635044004063,35.696350440281705
42.08316222344529,42.08316222369015
49.920582729480884,49.92058272972759
44.51490287265559,44.5149028729093
51.32270994695193,51.32270994712247
47.240206768378414,47.24020676863637
44.865945562295806,44.86594556240968
42.61030186105989,42.61030186127813
47.016810229351634,47.016810229552675
55.92848603151091,55.92848603170993
50.56942248715794,50.569422487422
46.150446204587276,46.15044620485741
43.869714729819535,43.869714729972586
49.784645985516555,49.78464598571124
47.45962146090154,47.45962146114803
46.00874086339027,46.00874086363588
34.97658571016388,34.97658571054055
36.21985280012841,36.219852800482094
46.98194740930223,46.9819474094469
55.94363195044546,55.94363195058156
45.892490240689,45.89249024100588
45.568864344026984,45.56886434432751
45.136048295052426,45.13604829528363
36.932993129397225,36.93299312964165
53.09026304330117,53.09026304355147
44.37295608696217,44.372956087174515
45.3234772123293,45.323477212613085
49.91421305614525,49.914213056444666
45.41507162266194,45.415071622945646
42.03054610325506,42.03054610354951
43.245512540983626,43.24551254121511
42.906970223898114,42.90697022405214
45.31414563357295,45.31414563380448
46.385822252175025,46.385822252416254
36.90505953896413,36.90505953931292
46.1101964603727,46.110196460587005
52.19188483920899,52.19188483943219
60.448408797041196,60.44840879720315
47.22377964006045,47.22377964024037
44.194994057344886,44.19499405752206
46.39003870779316,46.390038708108804
67.01123101854344,67.01123101863136
36.325280248089825,36.32528024844592
36.3654975988657,36.365497599207174
44.98132815702495,44.98132815727662
53.663611614662,53.66361161481861
52.54495565917275,52.54495565940791
48.51265127275324,48.512651272956965
52.112132309509306,52.11213230970365
50.00147154973671,50.0014715498552
44.594443711895906,44.59444371198337
37.06596607006812,37.06596607034336
46.39065170579685,46.39065170605805
39.26194493201258,39.26194493226947
