sk-learn,numpy
2234.4557660348373,2234.4557660381847
4107.928599589968,4107.92859959328
4105.787724992981,4105.787724996217
2929.0902802261144,2929.090280229469
3675.1908120929425,3675.1908120954486
4109.812147847432,4109.812147850665
4108.651460652594,4108.651460656139
4107.996689484156,4107.996689487596
2925.6691696885155,2925.669169691787
4106.29388850919,4106.293888512439
2890.5177191726625,2890.5177191756834
4108.828295576497,4108.828295579771
4107.026987641287,4107.0269876445245
4106.109997406891,4106.10999741015
4108.513251364271,4108.513251367367
2231.9646411655713,2231.964641168898
4106.078398342514,4106.078398345773
4108.661341988747,4108.661341991843
2897.2907143880357,2897.2907143913094
2261.5209054376346,2261.5209054409506
2927.76439273617,2927.764392739282
2891.642371745942,2891.6423717489424
4107.31499257233,4107.314992575549
2897.490559046373,2897.490559049637
4106.636885361765,4106.6368853650065
4106.494561008116,4106.494561011354
2881.2579307397104,2881.257930742617
4108.278773981474,4108.278773984821
2929.0902802261144,2929.090280229469
2895.974437363693,2895.9744373669746
4106.037660555401,4106.03766055865
2231.9788093149527,2231.9788093182724
4106.394270084714,4106.394270087958
4106.45401363515,4106.4540136384085
2927.197088736195,2927.197088739656
4106.10575218174,4106.10575218499
4107.281252402043,4107.281252405295
2929.1704889602606,2929.1704889636467
2231.8679190600496,2231.867919063373
2925.280745099542,2925.280745102816
4106.391711389899,4106.39171139314
1715.1364885681312,1715.136488571433
4106.758373570137,4106.758373573389
4106.646837118883,4106.6468371221235
4106.037660555401,4106.03766055865
2903.529170068601,2903.5291700719054
1722.6999177612524,1722.6999177645712
1700.7510643756457,1700.7510643789524
4106.10575218174,4106.10575218499
4117.421399580955,4117.42139958389
2908.722129151857,2908.7221291547294
2898.145300912669,2898.145300916241
4135.948638952608,4135.948638955862
2929.0902802261144,2929.090280229469
1715.1384173339231,1715.1384173372176
4106.522060440793,4106.522060444039
4106.468415765567,4106.468415768819
4106.181825212965,4106.181825216218
2895.9568813142905,2895.956881317561
4106.954131494814,4106.954131498058
2925.57015174993,2925.5701517532007
2890.715673524522,2890.7156735275444
2895.6914732848854,2895.6914732881683
2898.145300912669,2898.145300916241
4106.564549520212,4106.564549523453
4106.867339673102,4106.867339676371
4106.406542829927,4106.406542833184
2891.640455761567,2891.640455764613
4106.449662890728,4106.44966289398
2231.7125397523378,2231.7125397556597
4106.590747120058,4106.590747123301
2897.8754490726815,2897.8754490762453
4106.385972775979,4106.385972779242
2927.4511749382114,2927.451174941394
2925.3223545183964,2925.322354521664
4107.96430263264,4107.964302635928
4106.132242053167,4106.132242056426
2895.646244689555,2895.646244692828
4106.449662890728,4106.44966289398
2897.8754490726815,2897.8754490762453
4106.482297306731,4106.482297309969
4106.275290591872,4106.275290595132
2231.9394249663883,2231.9394249697075
2233.9434976901193,2233.9434976932853
2910.7949638990826,2910.7949639023577
4106.644457409228,4106.644457412492
4106.982025874905,4106.982025878169
4106.383415807672,4106.383415810915
4106.388060777938,4106.3880607811825
2955.0825486144818,2955.082548617742
2231.6168904765336,2231.6168904798456
4106.143334134551,4106.143334137803
4106.090013646461,4106.090013649717
2896.75039967287,2896.7503996761543
2231.6295182247545,2231.6295182280755
2898.145300912669,2898.145300916241
4106.077501030952,4106.077501034196
4106.451655310534,4106.451655313773
4105.342823765575,4105.342823768807
4106.052984920945,4106.052984924205
2889.8961514699577,2889.896151472985
4107.1998069385645,4107.199806941792
2264.9565015523003,2264.956501555686
1714.88107258976,1714.881072593057
2929.0722337629286,2929.072233766279
4109.851427016278,4109.851427019612
4106.240343595484,4106.240343598738
4106.759653047786,4106.759653051041
4108.578271979475,4108.578271982572
4135.8721822169555,4135.8721822202
4106.401079108581,4106.401079111846
2925.249146035166,2925.2491460384394
4106.630999346224,4106.630999349462
4106.449662890728,4106.44966289398
4106.630999346224,4106.630999349462
2231.867187090616,2231.8671870939415
2232.213134339148,2232.2131343423966
2231.867187090616,2231.8671870939415
1693.5947807456148,1693.5947807486227
2261.5209054376346,2261.5209054409506
2238.1734918624925,2238.1734918657007
2233.1835721209673,2233.183572124318
4108.922949493465,4108.922949496559
2217.305693241089,2217.305693244033
4112.411814338095,4112.411814341279
4106.406542829927,4106.406542833184
2231.6729513096248,2231.6729513129358
4104.2672936302815,4104.267293633354
4106.452418019922,4106.452418023171
4105.953097171587,4105.953097174829
2231.86516523807,2231.8651652413937
4106.052984920945,4106.052984924205
4122.379373410626,4122.379373413922
4106.39818816598,4106.398188169231
4107.19837087865,4107.198370881878
2925.5150107358654,2925.515010739142
1680.2741295502863,1680.27412955333
2231.754407499966,2231.7544075032824
2249.0365452113774,2249.036545214527
2233.3530302257914,2233.353030229006
2926.04064039515,2926.0406403983616
2881.2579307397104,2881.257930742617
2925.5718268012324,2925.5718268045125
2925.215551699999,2925.215551703271
4105.851492111569,4105.851492114815
4106.406542829927,4106.406542833184
4106.748130980496,4106.748130983746
4106.295485553998,4106.295485557247
4106.348661609829,4106.348661613083
2896.4658491914906,2896.465849194765
4106.392374680546,4106.39237468381
4106.574794157015,4106.574794160255
4106.109997406891,4106.10999741015
